numeroApolice,total_veiculos,pct_autonomos,motorista_licenciado,classe_risco,sinistralidade_rc_declarada,sinistralidade_rcfv_declarada,valor_pago_historico,valor_sinistro_historico,qt_cias_anteriores,tipo_sinistro_predominante,lmi_por_veiculo,premio_por_veiculo,qt_coberturas_ativas,agravo_aplicado,desconto_aplicado,referral_pendente,tempo_cotacao_emissao,parcelas_com_juros,apolice_anterior,_perfil_gerador,cluster
RCT-2026-000331,0.1095890410958904,0.4085461177696716,0.0,0.25,1.0,1.0,0.0053983546184094,0.0064875917446695,0.3333333333333333,0.0,0.319446600698712,0.430327657662815,0.625,0.0,0.0,1.0,0.7303370786516854,1.0,0.0,referral,2
RCT-2025-000332,0.1506849315068493,0.7984158415841583,0.0,0.75,1.0,1.0,0.1402341947899642,0.1559252122177747,0.3333333333333333,1.0,0.2575165741441012,0.935479172371489,0.125,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,alto_risco,1
RCT-2025-000333,0.0410958904109589,0.1232123212321232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650287866571787,0.1363043849100345,1.0,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2024-000334,0.7465753424657534,0.8514851485148515,0.0,0.75,1.0,1.0,0.333171281641581,0.3355194411210164,0.6666666666666666,0.3333333333333333,0.1933058147610131,0.931994093354512,0.25,0.0,0.0,0.0,0.0224719101123595,0.0,0.0,alto_risco,1
RCT-2025-000335,0.2808219178082192,0.252025202520252,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.6909731397413726,0.2267606278847253,1.0,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2026-000336,0.1986301369863013,0.3118811881188118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7225909612061021,0.1185002649151984,1.0,0.0,1.0,1.0,0.1011235955056179,0.0,0.0,alta_cobertura,0
RCT-2026-000337,0.047945205479452,0.4435643564356435,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2086790964915296,0.1707672172338936,0.625,1.0,0.0,1.0,0.8876404494382022,0.0,0.0,referral,2
RCT-2026-000338,0.1643835616438356,0.8214154748808212,0.0,1.0,1.0,1.0,0.2663809561994648,0.2752389706933116,0.3333333333333333,0.6666666666666666,0.259272253724374,0.7732892845095332,0.5,1.0,0.0,0.0,0.1011235955056179,0.0,0.0,alto_risco,1
RCT-2026-000339,0.2123287671232876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3539235223785647,0.0607232200287543,0.75,0.0,0.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2026-000340,0.1506849315068493,0.2661386138613861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478011472251307,0.3495622645863134,0.875,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2026-000341,0.136986301369863,0.3857081360309943,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4909704854821027,0.2269253591856112,0.5,1.0,0.0,1.0,0.2808988764044944,1.0,0.0,referral,2
RCT-2024-000342,0.0684931506849315,0.2559025133282558,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1044170189715762,0.4957352647044975,0.125,0.0,0.0,1.0,0.2022471910112359,0.0,0.0,referral,2
RCT-2026-000343,0.0616438356164383,0.0,1.0,0.25,0.0,1.0,0.0085672436414011,0.0080645071683656,0.3333333333333333,1.0,0.5787398526830712,0.1159183881134586,1.0,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2025-000344,0.7054794520547946,0.6172239865495983,0.0,0.75,1.0,0.0,0.1758279358657868,0.1902094174287126,1.0,0.6666666666666666,0.3748291919565482,0.9258061689395088,0.25,0.0,0.0,0.0,0.0224719101123595,0.0,1.0,alto_risco,1
RCT-2026-000345,0.5821917808219178,0.693069306930693,0.0,1.0,1.0,1.0,0.2746156240478953,0.3294349249655696,0.3333333333333333,0.3333333333333333,0.2656987205467369,0.4320026854952936,0.375,1.0,0.0,0.0,0.0337078651685393,0.0,1.0,alto_risco,1
RCT-2026-000346,0.6575342465753424,0.8624862486248625,0.0,1.0,1.0,1.0,0.4486085778913606,0.4521337798953626,1.0,0.3333333333333333,0.2475556748126694,0.5809578135582047,0.375,1.0,0.0,0.0,0.0,0.0,1.0,alto_risco,1
RCT-2025-000347,0.1506849315068493,0.3104950495049505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718533337767548,0.2171562242086175,1.0,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2025-000348,0.2054794520547945,0.4032403240324032,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2660491084437336,0.1074552707346492,0.375,0.0,0.0,1.0,0.5280898876404494,1.0,0.0,referral,2
RCT-2025-000349,0.5205479452054794,0.8843213435267576,0.0,1.0,0.0,1.0,0.3146366806910671,0.3184023176514733,0.3333333333333333,1.0,0.131798794231977,0.289518584381435,0.25,1.0,0.0,0.0,0.1011235955056179,1.0,1.0,alto_risco,1
RCT-2025-000350,0.363013698630137,0.6336633663366336,0.0,1.0,1.0,1.0,0.617474116487572,0.575993567892567,0.6666666666666666,0.6666666666666666,0.0455407747567026,0.2646546615659969,0.375,1.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2026-000351,0.2328767123287671,0.1798233877441798,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.4565892506481606,0.4277915270359892,0.375,0.0,0.0,1.0,0.8202247191011236,1.0,0.0,referral,2
RCT-2026-000352,0.2534246575342466,0.4158415841584157,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.222769162987784,0.2442567797226834,0.375,1.0,0.0,1.0,0.4382022471910112,1.0,0.0,referral,2
RCT-2025-000353,0.9794520547945206,0.6531940865319408,0.0,0.75,0.0,1.0,0.6394543633735519,0.6372303896239495,0.6666666666666666,0.3333333333333333,0.1597546730703832,0.9977021684034988,0.25,1.0,0.0,0.0,0.0674157303370786,0.0,1.0,alto_risco,1
RCT-2024-000354,0.0342465753424657,0.4158415841584157,0.0,0.25,0.0,1.0,0.0043331970797237,0.0057830597047314,0.3333333333333333,0.0,0.2688689034962837,0.2664961124228214,0.375,1.0,0.0,1.0,0.550561797752809,0.0,0.0,referral,2
RCT-2026-000355,0.5,0.7879103699843668,0.0,0.75,1.0,0.0,0.2643471447064463,0.2505816378597836,0.6666666666666666,0.3333333333333333,0.1787835870271603,0.9776254564991772,0.625,1.0,0.0,0.0,0.0561797752808988,1.0,1.0,alto_risco,1
RCT-2024-000356,0.2602739726027397,0.8925380342912339,1.0,1.0,1.0,1.0,0.0667583051615007,0.0743559822140778,0.3333333333333333,0.6666666666666666,0.3602488267871631,0.6840489555809974,0.125,1.0,0.0,0.0,0.0674157303370786,1.0,1.0,alto_risco,1
RCT-2025-000357,0.0821917808219178,0.3696369636963695,0.0,0.75,0.0,0.0,0.0047899264406653,0.0061529410324794,0.3333333333333333,0.0,0.3309392514073618,0.3246295628738986,0.5,0.0,0.0,1.0,0.797752808988764,1.0,0.0,referral,2
RCT-2025-000358,0.047945205479452,0.3326732673267326,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.437938736914607,0.3438409580080389,0.25,0.0,0.0,1.0,0.797752808988764,1.0,0.0,referral,2
RCT-2025-000359,0.2945205479452054,0.7955230305639258,0.0,1.0,0.0,1.0,0.221313363367525,0.2403057557772073,0.3333333333333333,0.6666666666666666,0.3697627513567869,0.7094952481691077,0.5,1.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2025-000360,0.9931506849315068,0.9665507091249664,1.0,0.75,1.0,1.0,0.3249905569688351,0.3133952398212302,0.6666666666666666,1.0,0.3392546803209185,0.363079764359328,0.125,0.0,0.0,0.0,0.1011235955056179,0.0,1.0,alto_risco,1
RCT-2025-000361,0.7876712328767123,0.7799966437321697,0.0,1.0,1.0,1.0,0.4790873957235472,0.4507966092541418,1.0,1.0,0.2564327175837138,0.6928826500756016,0.375,1.0,0.0,0.0,0.0786516853932584,0.0,0.0,alto_risco,1
RCT-2026-000362,0.1506849315068493,0.3992079207920792,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.2428006576032766,0.5274989316423442,0.875,0.0,0.0,1.0,0.898876404494382,1.0,0.0,referral,2
RCT-2025-000363,0.821917808219178,0.9195846413909682,0.0,0.75,0.0,1.0,0.4932236974032256,0.5174831750151825,1.0,0.3333333333333333,0.29083626041068,0.922621447992484,0.375,0.0,0.0,0.0,0.0224719101123595,1.0,1.0,alto_risco,1
RCT-2026-000364,0.9863013698630138,0.8524280999528523,0.0,1.0,1.0,1.0,0.6427834966197847,0.6537262434317072,1.0,1.0,0.0075579823844053,0.4309419361690894,0.5,0.0,0.0,0.0,0.1011235955056179,0.0,1.0,alto_risco,1
RCT-2025-000365,0.3150684931506849,0.0452616690240452,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.8768681598362745,0.0935818188711012,0.875,0.0,1.0,0.0,0.0898876404494382,0.0,0.0,alta_cobertura,0
RCT-2026-000366,0.1506849315068493,0.3104950495049505,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2298073025873702,0.4187845002128738,0.375,0.0,0.0,1.0,0.6629213483146067,0.0,0.0,referral,2
RCT-2024-000367,0.0205479452054794,0.3696369636963695,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.4495059153541132,0.4241555626087905,0.5,0.0,0.0,1.0,0.247191011235955,1.0,0.0,referral,2
RCT-2025-000368,0.5,0.5544554455445544,0.0,0.75,1.0,1.0,0.2585017534555124,0.2448670790785027,0.6666666666666666,0.6666666666666666,0.0660737212018045,0.2995275907301511,0.5,0.0,0.0,0.0,0.0786516853932584,1.0,1.0,alto_risco,1
RCT-2025-000369,0.0410958904109589,0.2464246424642464,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0959899971368577,0.4787954609188015,0.5,1.0,0.0,1.0,0.8651685393258426,1.0,0.0,referral,2
RCT-2026-000370,0.2397260273972602,0.1750911933298592,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7591095693844067,0.1001383932811276,1.0,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000371,0.4246575342465754,0.8530083777608529,0.0,0.75,1.0,0.0,0.6991983751788001,0.6681091517390048,1.0,0.3333333333333333,0.2199679493312483,0.6206430730554591,0.625,0.0,0.0,0.0,0.0674157303370786,1.0,0.0,alto_risco,1
RCT-2025-000372,0.3904109589041096,0.2957095709570956,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6081952501918193,0.3234128399409273,1.0,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2025-000373,0.136986301369863,0.2892811020232457,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5722928651675416,0.2639221820522241,1.0,0.0,0.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000374,0.1575342465753424,0.9809596344249808,0.0,0.75,1.0,1.0,0.6343758021434964,0.7198562085599038,1.0,1.0,0.1106163626348144,0.7008566510508585,0.375,1.0,0.0,0.0,0.0561797752808988,1.0,0.0,alto_risco,1
RCT-2026-000375,0.0205479452054794,0.1848184818481847,0.0,0.25,1.0,0.0,0.0124854862579533,0.0111078848183546,0.3333333333333333,1.0,0.4296397648718586,0.1368982715531649,0.625,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2025-000376,0.184931506849315,0.1478547854785478,1.0,0.0,0.0,0.0,0.011238651950185,0.0113025129509267,0.3333333333333333,1.0,0.520417077421179,0.2834286304638901,0.75,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000377,0.0821917808219178,0.2217821782178217,0.0,0.5,1.0,1.0,0.0110266496997582,0.0112956772229051,0.3333333333333333,1.0,0.820350599257517,0.2174579707513089,1.0,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000378,0.1506849315068493,0.2217821782178217,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.150032337501424,0.3904450487566839,0.5,0.0,0.0,1.0,0.247191011235955,1.0,0.0,referral,2
RCT-2025-000379,0.184931506849315,0.5174917491749175,0.0,0.75,0.0,1.0,0.6105977350416897,0.6072725031585563,1.0,0.6666666666666666,0.1153626478391295,0.3489550853079732,0.125,1.0,0.0,0.0,0.0224719101123595,0.0,0.0,alto_risco,1
RCT-2025-000380,0.0821917808219178,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.749732416610208,0.0089402745782899,0.75,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000381,0.1095890410958904,0.3501823866597185,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0811953405922862,0.5137992043349562,0.5,1.0,0.0,1.0,0.797752808988764,0.0,0.0,referral,2
RCT-2025-000382,0.0410958904109589,0.3696369636963695,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2940324895592878,0.434671917390554,0.5,0.0,0.0,1.0,0.2696629213483146,1.0,0.0,referral,2
RCT-2025-000383,0.0958904109589041,0.2609202096680256,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8133299515489268,0.0872413866239499,0.875,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2025-000384,0.1917808219178082,0.1073139572021718,0.0,0.75,0.0,0.0,0.0101176088815936,0.0135820634789109,0.3333333333333333,0.0,0.1823730700080224,0.454122590768422,0.625,1.0,0.0,1.0,1.0,1.0,0.0,referral,2
RCT-2026-000385,0.0205479452054794,0.3696369636963695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3777194222741677,0.0966806031888282,0.875,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2025-000386,0.9794520547945206,0.6228129662281296,0.0,0.75,1.0,1.0,0.4016464422683242,0.3717807940537987,0.6666666666666666,0.6666666666666666,0.1421711497286962,0.8987328988233658,0.375,0.0,0.0,0.0,0.0337078651685393,1.0,0.0,alto_risco,1
RCT-2026-000387,0.2465753424657533,0.5402386392485402,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.1999235914564192,0.5613422673041699,0.375,0.0,0.0,1.0,0.4943820224719101,0.0,0.0,referral,2
RCT-2026-000388,0.1506849315068493,0.620990099009901,0.0,0.75,1.0,1.0,0.1526270050439416,0.1452142390039805,0.3333333333333333,1.0,0.1627894914645135,0.8433986308107009,0.375,0.0,0.0,1.0,0.0224719101123595,1.0,0.0,alto_risco,1
RCT-2025-000389,0.0821917808219178,0.2217821782178217,1.0,0.25,0.0,0.0,0.002872960883928,0.0027023855114944,0.3333333333333333,1.0,0.5364112168319518,0.2305164023884403,0.875,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000390,0.2054794520547945,0.5376537653765376,1.0,1.0,1.0,1.0,0.3094953547599061,0.2788434103660029,0.3333333333333333,0.6666666666666666,0.1001759903691633,0.9344170342898246,0.25,1.0,0.0,1.0,0.0112359550561797,0.0,1.0,alto_risco,1
RCT-2026-000391,0.2876712328767123,0.2217821782178217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448323999273179,0.2660667547204016,0.75,0.0,1.0,0.0,0.0,0.0,1.0,alta_cobertura,0
RCT-2026-000392,0.2534246575342466,0.8039603960396039,0.0,1.0,1.0,1.0,0.3181140898308549,0.3344655138133903,0.3333333333333333,1.0,0.119143704585696,0.632574378517442,0.25,1.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2024-000393,0.1027397260273972,0.1232123212321232,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3794403429565287,0.220389145752176,0.375,1.0,0.0,1.0,0.2247191011235955,1.0,0.0,referral,2
RCT-2024-000394,0.0068493150684931,0.5544554455445544,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.4613329364614041,0.32969058479297,0.625,0.0,0.0,1.0,0.3146067415730337,0.0,0.0,referral,2
RCT-2025-000395,0.0821917808219178,0.4435643564356435,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.3289431525430194,0.4921966340324228,0.375,0.0,0.0,1.0,0.4943820224719101,0.0,0.0,referral,2
RCT-2026-000396,0.2123287671232876,0.326150262085032,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7194697758101327,0.1199077255414103,0.625,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000397,0.047945205479452,0.5544554455445544,0.0,0.75,0.0,0.0,0.005084478745489,0.0075172813689457,0.3333333333333333,0.0,0.1781863068940063,0.4915165500489258,0.375,0.0,0.0,1.0,0.9775280898876404,1.0,0.0,referral,2
RCT-2025-000398,0.2123287671232876,0.163075131042516,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3831264037103931,0.5546075330446032,0.75,1.0,0.0,1.0,0.7303370786516854,1.0,0.0,referral,2
RCT-2026-000399,0.0273972602739726,0.1584158415841584,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.718390212010454,0.2974241290531367,0.75,0.0,1.0,0.0,0.0786516853932584,0.0,0.0,alta_cobertura,0
RCT-2026-000400,0.1917808219178082,0.2146279144043436,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.4945903293370262,0.3265114010123508,0.375,1.0,0.0,1.0,0.3370786516853932,1.0,0.0,referral,2
RCT-2024-000401,0.3356164383561644,0.2772277227722772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8442361745984609,0.1759950272115427,0.75,0.0,1.0,0.0,0.0449438202247191,0.0,0.0,alta_cobertura,0
RCT-2026-000402,0.3150684931506849,0.1357850070721357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6804305162700164,0.2341229405989952,0.875,0.0,1.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2026-000403,0.0136986301369863,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3433372697723108,0.3073046421456644,0.875,0.0,0.0,0.0,0.0,0.0,1.0,alta_cobertura,0
RCT-2025-000404,0.2876712328767123,0.1232123212321232,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.3525091371218645,0.2701241113154386,0.75,0.0,1.0,0.0,0.0,0.0,1.0,alta_cobertura,0
RCT-2025-000405,0.0616438356164383,0.462046204620462,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3542999025335547,0.4225626338971028,0.25,0.0,0.0,1.0,0.550561797752809,1.0,0.0,referral,2
RCT-2025-000406,0.3835616438356164,0.9209598925994292,0.0,1.0,0.0,0.0,0.4834465527482898,0.5115403798093566,1.0,1.0,0.1390525292968712,0.7652803695941666,0.375,1.0,0.0,0.0,0.0561797752808988,0.0,1.0,alto_risco,1
RCT-2024-000407,0.2123287671232876,0.5870704717530576,0.0,1.0,1.0,1.0,0.3695074590543875,0.4126597868852366,1.0,0.3333333333333333,0.292902416785945,0.3398868754127608,0.5,0.0,0.0,0.0,0.0112359550561797,1.0,1.0,alto_risco,1
RCT-2025-000408,0.1164383561643835,0.0554455445544554,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.4692242304846475,0.0825591330776296,1.0,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2024-000409,0.3356164383561644,0.2985529322162985,0.0,0.0,0.0,0.0,0.0129475999390519,0.0122588431305996,0.3333333333333333,1.0,0.5429479627208077,0.0570054811344744,1.0,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2026-000410,0.0410958904109589,0.1232123212321232,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.8840382547155973,0.2899863615293229,0.75,0.0,0.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2026-000411,0.0205479452054794,0.1848184818481847,0.0,0.25,0.0,1.0,0.0095607625861673,0.0092904599232018,0.3333333333333333,0.0,0.4199495998530834,0.5153660323116889,0.375,1.0,0.0,1.0,0.3707865168539326,1.0,0.0,referral,2
RCT-2025-000412,0.5547945205479452,0.7524752475247525,0.0,0.75,1.0,1.0,0.3711793832962507,0.378938544857452,0.6666666666666666,1.0,0.067135844361047,0.4325319108351944,0.625,1.0,0.0,0.0,0.0898876404494382,0.0,1.0,alto_risco,1
RCT-2025-000413,0.3767123287671232,0.2485489928303174,1.0,0.0,0.0,1.0,0.011172807094224,0.0116568977085984,0.3333333333333333,1.0,0.6868443677902668,0.1592209400114493,1.0,0.0,0.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2024-000414,0.1575342465753424,0.5118050266565117,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5312217093863312,0.1000243840498001,0.375,0.0,0.0,1.0,0.5056179775280898,1.0,0.0,referral,2
RCT-2024-000415,0.1712328767123287,0.7128712871287128,0.0,1.0,1.0,1.0,0.210102104324664,0.2186531267652934,0.6666666666666666,0.6666666666666666,0.2181174636562301,0.7966171360419032,0.375,1.0,0.0,0.0,0.0786516853932584,0.0,0.0,alto_risco,1
RCT-2025-000416,0.2671232876712328,0.5544554455445544,0.0,1.0,0.0,1.0,0.4512645663831784,0.4850108052876714,0.6666666666666666,0.6666666666666666,0.1431548515120843,0.7960572589171295,0.5,1.0,0.0,1.0,0.0674157303370786,0.0,1.0,alto_risco,1
RCT-2025-000417,0.9726027397260274,0.7265278251963126,0.0,0.75,1.0,1.0,0.1195761055658855,0.1310620259554113,0.6666666666666666,0.6666666666666666,0.2400031467327402,0.4300477032382129,0.125,0.0,0.0,0.0,0.0,0.0,1.0,alto_risco,1
RCT-2025-000418,0.5273972602739726,0.9148514851485148,0.0,0.75,0.0,1.0,0.3891556478609676,0.3705617319493972,1.0,0.3333333333333333,0.0003460520828912,0.9950478899896402,0.25,1.0,0.0,0.0,0.0561797752808988,0.0,0.0,alto_risco,1
RCT-2025-000419,0.2808219178082192,0.2772277227722772,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.540700036078276,0.2520549056917779,0.875,0.0,0.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2025-000420,0.2808219178082192,0.4536453645364536,1.0,1.0,1.0,1.0,0.5088861801087751,0.4761957410972489,0.6666666666666666,0.3333333333333333,0.182177908404882,0.4053752726491678,0.125,1.0,0.0,0.0,0.0112359550561797,1.0,0.0,alto_risco,1
RCT-2025-000421,0.0753424657534246,0.0792079207920792,0.0,0.25,1.0,0.0,0.0157680077635517,0.0197259042900315,0.3333333333333333,0.0,0.3614946021399128,0.2520490485473208,0.875,0.0,0.0,1.0,0.2808988764044944,1.0,0.0,referral,2
RCT-2024-000422,0.2534246575342466,0.3881188118811881,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5042362385668671,0.3671258988885251,0.5,0.0,0.0,1.0,0.8089887640449438,1.0,0.0,referral,2
RCT-2025-000423,0.6095890410958904,0.566508824795523,0.0,1.0,1.0,1.0,0.312160864595945,0.3380955600049563,1.0,0.3333333333333333,0.2547577789748887,0.4081218374053243,0.25,1.0,0.0,0.0,0.0674157303370786,1.0,0.0,alto_risco,1
RCT-2026-000424,0.1575342465753424,0.1706016755521706,0.0,0.25,1.0,1.0,0.0121173815690217,0.0153596147022044,0.3333333333333333,0.0,0.3243124136195835,0.499473764653998,0.5,0.0,0.0,1.0,0.9438202247191012,1.0,0.0,referral,2
RCT-2025-000425,0.0342465753424657,0.5544554455445544,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.348285070037782,0.3226529582576148,0.375,0.0,0.0,1.0,0.898876404494382,0.0,0.0,referral,2
RCT-2025-000426,0.2945205479452054,0.1205337925096857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1753414840103592,0.75,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2026-000427,0.1232876712328767,0.1056105610561056,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1198345108313427,0.1725343956909522,0.625,1.0,0.0,1.0,0.348314606741573,1.0,0.0,referral,2
RCT-2026-000428,0.8493150684931506,0.4889685818975597,1.0,1.0,1.0,1.0,0.216616688972161,0.2213765053129681,0.3333333333333333,0.6666666666666666,0.0359403538977211,0.350423996406984,0.5,0.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco,1
RCT-2026-000429,0.7191780821917808,0.9548954895489548,0.0,0.75,1.0,1.0,0.2285042300523577,0.2611505183414687,0.3333333333333333,0.3333333333333333,0.2569166071930255,0.4063069263264249,0.5,1.0,0.0,0.0,0.0,1.0,0.0,alto_risco,1
RCT-2026-000430,0.1712328767123287,0.3564356435643564,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.1740800038094775,0.0810706332017793,0.875,1.0,0.0,1.0,0.4157303370786517,1.0,0.0,referral,2
RCT-2026-000431,0.2397260273972602,0.2334549244398123,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.452795330539639,0.0359621119414745,1.0,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2025-000432,0.1095890410958904,0.1750911933298592,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6297644117848088,0.3088135120380194,0.875,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2026-000433,0.9863013698630138,0.8147100424328146,0.0,0.75,1.0,1.0,0.2911247589636005,0.3239910322852997,0.3333333333333333,0.6666666666666666,0.2681646745953472,0.5675418861627017,0.25,1.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco,1
RCT-2024-000434,0.2328767123287671,0.2697350816162697,1.0,0.5,0.0,0.0,0.0059355631413797,0.0054335630418193,0.3333333333333333,0.0,0.177907979539706,0.4506316586200098,0.625,1.0,0.0,1.0,0.2584269662921348,0.0,0.0,referral,2
RCT-2026-000435,0.8561643835616438,0.5804455445544554,0.0,0.75,1.0,1.0,0.2815126287253603,0.2716279994782709,0.3333333333333333,0.3333333333333333,0.2142334824463058,0.8152128780671599,0.375,1.0,0.0,0.0,0.0337078651685393,0.0,1.0,alto_risco,1
RCT-2025-000436,0.547945205479452,0.4809733985446737,0.0,1.0,0.0,1.0,0.465271677703793,0.4381289955025683,1.0,0.6666666666666666,0.0322786929278067,0.5641549404375585,0.5,1.0,0.0,0.0,0.0,1.0,0.0,alto_risco,1
RCT-2025-000437,0.3356164383561644,0.9596344249809596,0.0,0.75,0.0,1.0,0.357137300078312,0.3671848020354787,1.0,0.6666666666666666,0.1994394889365843,0.3491622116882784,0.25,1.0,0.0,0.0,0.0674157303370786,1.0,0.0,alto_risco,1
RCT-2026-000438,0.2397260273972602,0.058363731109953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228210783009632,0.2653204035307093,0.875,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2025-000439,0.6986301369863014,0.8554455445544554,0.0,0.75,1.0,1.0,0.2674580725464922,0.2457731594750548,0.3333333333333333,1.0,0.1110681655093528,0.8687687979883278,0.375,0.0,0.0,0.0,0.0561797752808988,1.0,1.0,alto_risco,1
